Grade,Coin Type,Base Path
30,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img127
30,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img128
25,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img129
25,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img130
25,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img131
25,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img132
20,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img133
15,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img134
8,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img135
8,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img136
4,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img137
2,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img138
1,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img139
1,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img140
67,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img141
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img143
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img145
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img146
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img147
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img148
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img149
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img150
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img152
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img153
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img154
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img155
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img157
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img158
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img159
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img160
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img161
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img162
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img163
53,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img164
45,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img165
45,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img166
40,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img167
25,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img168
25,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img169
15,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img170
12,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img171
6,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img172
4,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img173
67,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img174
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img183
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img184
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img187
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img188
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img189
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img190
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img191
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img192
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img193
45,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img194
67,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img195
67,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img196
67,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img198
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img200
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img202
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img203
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img204
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img206
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img209
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img210
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img216
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img217
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img219
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img220
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img221
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img225
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img226
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img227
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img228
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img229
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img230
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img231
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img232
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img233
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img234
55,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img235
50,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img236
40,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img237
35,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img238
30,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img239
12,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img240
4,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img241
3,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img242
3,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img243
68,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img244
67,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img245
67,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img246
67,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img247
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img248
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img249
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img252
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img255
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img256
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img257
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img258
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img259
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img263
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img264
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img266
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img269
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img270
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img272
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img274
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img276
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img277
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img280
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img281
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img282
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img283
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img284
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img285
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img286
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img287
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img288
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img289
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img290
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img291
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img292
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img293
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img294
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img295
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img296
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img297
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img298
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img299
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img300
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img301
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img302
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img303
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img304
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img305
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img306
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img307
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img308
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img309
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img310
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img311
55,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img312
55,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img313
55,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img314
55,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img315
53,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img316
53,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img317
50,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img318
50,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img319
45,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img320
45,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img321
45,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img322
45,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img323
40,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img324
35,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img325
30,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img326
30,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img327
15,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img328
12,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img329
12,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img330
8,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img331
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img334
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img335
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img338
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img341
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img342
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img344
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img346
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img348
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img349
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img350
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img351
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img352
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img353
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img355
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img356
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img358
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img359
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img360
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img362
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img363
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img366
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img370
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img371
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img374
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img375
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img376
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img377
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img378
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img379
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img380
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img381
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img382
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img383
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img384
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img385
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img386
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img387
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img388
61,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img389
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img390
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img391
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img392
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img393
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img394
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img395
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img396
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img397
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img398
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img399
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img400
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img401
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img402
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img403
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img404
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img405
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img406
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img407
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img408
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img409
55,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img410
55,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img411
55,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img412
53,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img413
53,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img414
45,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img415
40,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img416
40,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img417
40,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img418
40,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img419
40,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img420
40,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img421
25,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img422
15,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img423
15,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img424
8,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img425
8,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img426
6,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img427
6,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img428
4,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img429
4,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img430
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img433
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img434
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img435
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img436
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img440
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img441
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img442
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img443
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img444
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img446
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img449
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img450
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img452
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img454
64,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img457
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img458
63,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img459
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img460
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img461
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img462
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img463
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img464
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img465
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img466
62,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img467
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img468
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img469
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img470
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img471
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img472
58,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img473
55,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img474
55,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img475
55,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img476
53,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img477
53,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img478
50,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img479
45,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img480
40,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img481
35,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img482
35,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img483
30,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img484
25,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img485
15,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img486
10,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img487
8,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img488
2,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img489
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img490
66,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img492
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img493
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img495
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img496
65,Indian Head Cent,/Volumes/Toshiba/RawImagesSquare/img497
